clk i_ni i_router o_ni o_router vnet flits
1921 0 0 17 1 0 8
1921 1 1 18 2 0 8
1921 1 1 19 3 1 8
1921 2 2 19 3 0 8
1921 3 3 20 4 0 8
1921 3 3 21 5 1 8
1921 4 4 21 5 0 8
1921 5 5 24 8 0 8
1921 5 5 22 6 1 8
1921 6 6 23 7 0 8
1921 7 7 25 9 0 8
1921 7 7 26 10 1 8
1921 7 7 29 13 1 8
1921 8 8 23 7 0 8
1921 9 9 23 7 0 8
1921 10 10 27 11 0 8
1921 11 11 28 12 0 8
1921 12 12 30 14 0 8
1921 12 12 31 15 1 8
1929 0 0 17 1 0 8
1929 1 1 18 2 0 8
1929 1 1 19 3 1 8
1929 2 2 19 3 0 8
1929 3 3 20 4 0 8
1929 3 3 21 5 1 8
1929 4 4 21 5 0 8
1929 5 5 24 8 0 8
1929 5 5 22 6 1 8
1929 6 6 23 7 0 8
1929 7 7 25 9 0 8
1929 7 7 26 10 1 8
1929 7 7 29 13 1 8
1929 8 8 23 7 0 8
1929 9 9 23 7 0 8
1929 10 10 27 11 0 8
1929 11 11 28 12 0 8
1929 12 12 30 14 0 8
1929 12 12 31 15 1 8
1937 0 0 17 1 0 8
1937 1 1 18 2 0 8
1937 1 1 19 3 1 8
1937 2 2 19 3 0 8
1937 3 3 20 4 0 8
1937 3 3 21 5 1 8
1937 4 4 21 5 0 8
1937 5 5 24 8 0 8
1937 5 5 22 6 1 8
1937 6 6 23 7 0 8
1937 7 7 25 9 0 8
1937 7 7 26 10 1 8
1937 7 7 29 13 1 8
1937 8 8 23 7 0 8
1937 9 9 23 7 0 8
1937 10 10 27 11 0 8
1937 11 11 28 12 0 8
1937 12 12 30 14 0 8
1937 12 12 31 15 1 8
1945 0 0 17 1 0 8
1945 1 1 18 2 0 8
1945 1 1 19 3 1 8
1945 2 2 19 3 0 8
1945 3 3 20 4 0 8
1945 3 3 21 5 1 8
1945 4 4 21 5 0 8
1945 5 5 24 8 0 8
1945 5 5 22 6 1 8
1945 6 6 23 7 0 8
1945 7 7 25 9 0 8
1945 7 7 26 10 1 8
1945 7 7 29 13 1 8
1945 8 8 23 7 0 8
1945 9 9 23 7 0 8
1945 10 10 27 11 0 8
1945 11 11 28 12 0 8
1945 12 12 30 14 0 8
1945 12 12 31 15 1 8
1953 0 0 17 1 0 8
1953 1 1 18 2 0 8
1953 1 1 19 3 1 8
1953 2 2 19 3 0 8
1953 3 3 20 4 0 8
1953 3 3 21 5 1 8
1953 4 4 21 5 0 8
1953 5 5 24 8 0 8
1953 5 5 22 6 1 8
1953 6 6 23 7 0 8
1953 7 7 25 9 0 8
1953 7 7 26 10 1 8
1953 7 7 29 13 1 8
1953 8 8 23 7 0 8
1953 9 9 23 7 0 8
1953 10 10 27 11 0 8
1953 11 11 28 12 0 8
1953 12 12 30 14 0 8
1953 12 12 31 15 1 8
1961 0 0 17 1 0 8
1961 1 1 18 2 0 8
1961 1 1 19 3 1 8
1961 2 2 19 3 0 8
1961 3 3 20 4 0 8
1961 3 3 21 5 1 8
1961 4 4 21 5 0 8
1961 5 5 24 8 0 8
1961 5 5 22 6 1 8
1961 6 6 23 7 0 8
1961 7 7 25 9 0 8
1961 7 7 26 10 1 8
1961 7 7 29 13 1 8
1961 8 8 23 7 0 8
1961 9 9 23 7 0 8
1961 10 10 27 11 0 8
1961 11 11 28 12 0 8
1961 12 12 30 14 0 8
1961 12 12 31 15 1 8
1969 0 0 17 1 0 8
1969 1 1 18 2 0 8
1969 1 1 19 3 1 8
1969 2 2 19 3 0 8
1969 3 3 20 4 0 8
1969 3 3 21 5 1 8
1969 4 4 21 5 0 8
1969 5 5 24 8 0 8
1969 5 5 22 6 1 8
1969 6 6 23 7 0 8
1969 7 7 25 9 0 8
1969 7 7 26 10 1 8
1969 7 7 29 13 1 8
1969 8 8 23 7 0 8
1969 9 9 23 7 0 8
1969 10 10 27 11 0 8
1969 11 11 28 12 0 8
1969 12 12 30 14 0 8
1969 12 12 31 15 1 8
1977 0 0 17 1 0 8
1977 1 1 18 2 0 8
1977 1 1 19 3 1 8
1977 2 2 19 3 0 8
1977 3 3 20 4 0 8
1977 3 3 21 5 1 8
1977 4 4 21 5 0 8
1977 5 5 24 8 0 8
1977 5 5 22 6 1 8
1977 6 6 23 7 0 8
1977 7 7 25 9 0 8
1977 7 7 26 10 1 8
1977 7 7 29 13 1 8
1977 8 8 23 7 0 8
1977 9 9 23 7 0 8
1977 10 10 27 11 0 8
1977 11 11 28 12 0 8
1977 12 12 30 14 0 8
1977 12 12 31 15 1 8
1985 0 0 17 1 0 8
1985 1 1 18 2 0 8
1985 1 1 19 3 1 8
1985 2 2 19 3 0 8
1985 3 3 20 4 0 8
1985 3 3 21 5 1 8
1985 4 4 21 5 0 8
1985 5 5 24 8 0 8
1985 5 5 22 6 1 8
1985 6 6 23 7 0 8
1985 7 7 25 9 0 8
1985 7 7 26 10 1 8
1985 7 7 29 13 1 8
1985 8 8 23 7 0 8
1985 9 9 23 7 0 8
1985 10 10 27 11 0 8
1985 11 11 28 12 0 8
1985 12 12 30 14 0 8
1985 12 12 31 15 1 8
1993 0 0 17 1 0 8
1993 1 1 18 2 0 8
1993 1 1 19 3 1 8
1993 2 2 19 3 0 8
1993 3 3 20 4 0 8
1993 3 3 21 5 1 8
1993 4 4 21 5 0 8
1993 5 5 24 8 0 8
1993 5 5 22 6 1 8
1993 6 6 23 7 0 8
1993 7 7 25 9 0 8
1993 7 7 26 10 1 8
1993 7 7 29 13 1 8
1993 8 8 23 7 0 8
1993 9 9 23 7 0 8
1993 10 10 27 11 0 8
1993 11 11 28 12 0 8
1993 12 12 30 14 0 8
1993 12 12 31 15 1 8
2001 0 0 17 1 0 8
2001 1 1 18 2 0 8
2001 1 1 19 3 1 8
2001 2 2 19 3 0 8
2001 3 3 20 4 0 8
2001 3 3 21 5 1 8
2001 4 4 21 5 0 8
2001 5 5 24 8 0 8
2001 5 5 22 6 1 8
2001 6 6 23 7 0 8
2001 7 7 25 9 0 8
2001 7 7 26 10 1 8
2001 7 7 29 13 1 8
2001 8 8 23 7 0 8
2001 9 9 23 7 0 8
2001 10 10 27 11 0 8
2001 11 11 28 12 0 8
2001 12 12 30 14 0 8
2001 12 12 31 15 1 8
2009 0 0 17 1 0 8
2009 1 1 18 2 0 8
2009 1 1 19 3 1 8
2009 2 2 19 3 0 8
2009 3 3 20 4 0 8
2009 3 3 21 5 1 8
2009 4 4 21 5 0 8
2009 5 5 24 8 0 8
2009 5 5 22 6 1 8
2009 6 6 23 7 0 8
2009 7 7 25 9 0 8
2009 7 7 26 10 1 8
2009 7 7 29 13 1 8
2009 8 8 23 7 0 8
2009 9 9 23 7 0 8
2009 10 10 27 11 0 8
2009 11 11 28 12 0 8
2009 12 12 30 14 0 8
2009 12 12 31 15 1 8
2017 0 0 17 1 0 8
2017 1 1 18 2 0 8
2017 1 1 19 3 1 8
2017 2 2 19 3 0 8
2017 3 3 20 4 0 8
2017 3 3 21 5 1 8
2017 4 4 21 5 0 8
2017 5 5 24 8 0 8
2017 5 5 22 6 1 8
2017 6 6 23 7 0 8
2017 7 7 25 9 0 8
2017 7 7 26 10 1 8
2017 7 7 29 13 1 8
2017 8 8 23 7 0 8
2017 9 9 23 7 0 8
2017 10 10 27 11 0 8
2017 11 11 28 12 0 8
2017 12 12 30 14 0 8
2017 12 12 31 15 1 8
2025 0 0 17 1 0 8
2025 1 1 18 2 0 8
2025 1 1 19 3 1 8
2025 2 2 19 3 0 8
2025 3 3 20 4 0 8
2025 3 3 21 5 1 8
2025 4 4 21 5 0 8
2025 5 5 24 8 0 8
2025 5 5 22 6 1 8
2025 6 6 23 7 0 8
2025 7 7 25 9 0 8
2025 7 7 26 10 1 8
2025 7 7 29 13 1 8
2025 8 8 23 7 0 8
2025 9 9 23 7 0 8
2025 10 10 27 11 0 8
2025 11 11 28 12 0 8
2025 12 12 30 14 0 8
2025 12 12 31 15 1 8
2033 0 0 17 1 0 8
2033 1 1 18 2 0 8
2033 1 1 19 3 1 8
2033 2 2 19 3 0 8
2033 3 3 20 4 0 8
2033 3 3 21 5 1 8
2033 4 4 21 5 0 8
2033 5 5 24 8 0 8
2033 5 5 22 6 1 8
2033 6 6 23 7 0 8
2033 7 7 25 9 0 8
2033 7 7 26 10 1 8
2033 7 7 29 13 1 8
2033 8 8 23 7 0 8
2033 9 9 23 7 0 8
2033 10 10 27 11 0 8
2033 11 11 28 12 0 8
2033 12 12 30 14 0 8
2033 12 12 31 15 1 8
2041 0 0 17 1 0 8
2041 1 1 18 2 0 8
2041 1 1 19 3 1 8
2041 2 2 19 3 0 8
2041 3 3 20 4 0 8
2041 3 3 21 5 1 8
2041 4 4 21 5 0 8
2041 5 5 24 8 0 8
2041 5 5 22 6 1 8
2041 6 6 23 7 0 8
2041 7 7 25 9 0 8
2041 7 7 26 10 1 8
2041 7 7 29 13 1 8
2041 8 8 23 7 0 8
2041 9 9 23 7 0 8
2041 10 10 27 11 0 8
2041 11 11 28 12 0 8
2041 12 12 30 14 0 8
2041 12 12 31 15 1 8
2049 0 0 17 1 0 8
2049 1 1 18 2 0 8
2049 1 1 19 3 1 8
2049 2 2 19 3 0 8
2049 3 3 20 4 0 8
2049 3 3 21 5 1 8
2049 4 4 21 5 0 8
2049 5 5 24 8 0 8
2049 5 5 22 6 1 8
2049 6 6 23 7 0 8
2049 7 7 25 9 0 8
2049 7 7 26 10 1 8
2049 7 7 29 13 1 8
2049 8 8 23 7 0 8
2049 9 9 23 7 0 8
2049 10 10 27 11 0 8
2049 11 11 28 12 0 8
2049 12 12 30 14 0 8
2057 0 0 17 1 0 8
2057 1 1 18 2 0 8
2057 1 1 19 3 1 8
2057 2 2 19 3 0 8
2057 3 3 20 4 0 8
2057 3 3 21 5 1 8
2057 4 4 21 5 0 8
2057 5 5 24 8 0 8
2057 5 5 22 6 1 8
2057 6 6 23 7 0 8
2057 7 7 25 9 0 8
2057 7 7 26 10 1 8
2057 7 7 29 13 1 8
2057 8 8 23 7 0 8
2057 9 9 23 7 0 8
2057 10 10 27 11 0 8
2057 11 11 28 12 0 8
2057 12 12 30 14 0 8
2065 0 0 17 1 0 8
2065 1 1 18 2 0 8
2065 1 1 19 3 1 8
2065 2 2 19 3 0 8
2065 3 3 20 4 0 8
2065 3 3 21 5 1 8
2065 4 4 21 5 0 8
2065 5 5 24 8 0 8
2065 5 5 22 6 1 8
2065 6 6 23 7 0 8
2065 7 7 25 9 0 8
2065 7 7 26 10 1 8
2065 7 7 29 13 1 8
2065 8 8 23 7 0 8
2065 9 9 23 7 0 8
2065 10 10 27 11 0 8
2065 11 11 28 12 0 8
2065 12 12 30 14 0 8
2073 0 0 17 1 0 8
2073 1 1 18 2 0 8
2073 1 1 19 3 1 8
2073 2 2 19 3 0 8
2073 3 3 20 4 0 8
2073 3 3 21 5 1 8
2073 4 4 21 5 0 8
2073 5 5 24 8 0 8
2073 5 5 22 6 1 8
2073 6 6 23 7 0 8
2073 7 7 25 9 0 8
2073 7 7 26 10 1 8
2073 7 7 29 13 1 8
2073 8 8 23 7 0 8
2073 9 9 23 7 0 8
2073 10 10 27 11 0 8
2073 11 11 28 12 0 8
2073 12 12 30 14 0 8
2081 0 0 17 1 0 8
2081 1 1 18 2 0 8
2081 1 1 19 3 1 8
2081 2 2 19 3 0 8
2081 3 3 20 4 0 8
2081 3 3 21 5 1 8
2081 4 4 21 5 0 8
2081 5 5 24 8 0 8
2081 5 5 22 6 1 8
2081 6 6 23 7 0 8
2081 7 7 25 9 0 8
2081 7 7 26 10 1 8
2081 7 7 29 13 1 8
2081 8 8 23 7 0 8
2081 9 9 23 7 0 8
2081 10 10 27 11 0 8
2081 11 11 28 12 0 8
2081 12 12 30 14 0 8
2089 0 0 17 1 0 8
2089 1 1 18 2 0 8
2089 1 1 19 3 1 8
2089 2 2 19 3 0 8
2089 3 3 20 4 0 8
2089 3 3 21 5 1 8
2089 4 4 21 5 0 8
2089 5 5 24 8 0 8
2089 5 5 22 6 1 8
2089 6 6 23 7 0 8
2089 7 7 25 9 0 8
2089 7 7 26 10 1 8
2089 7 7 29 13 1 8
2089 8 8 23 7 0 8
2089 9 9 23 7 0 8
2089 10 10 27 11 0 8
2089 11 11 28 12 0 8
2089 12 12 30 14 0 8
2097 0 0 17 1 0 8
2097 1 1 18 2 0 8
2097 1 1 19 3 1 8
2097 2 2 19 3 0 8
2097 3 3 20 4 0 8
2097 3 3 21 5 1 8
2097 4 4 21 5 0 8
2097 5 5 24 8 0 8
2097 5 5 22 6 1 8
2097 6 6 23 7 0 8
2097 7 7 25 9 0 8
2097 7 7 26 10 1 8
2097 7 7 29 13 1 8
2097 8 8 23 7 0 8
2097 9 9 23 7 0 8
2097 10 10 27 11 0 8
2097 11 11 28 12 0 8
2097 12 12 30 14 0 8
2105 0 0 17 1 0 8
2105 1 1 18 2 0 8
2105 1 1 19 3 1 8
2105 2 2 19 3 0 8
2105 3 3 20 4 0 8
2105 3 3 21 5 1 8
2105 4 4 21 5 0 8
2105 5 5 24 8 0 8
2105 5 5 22 6 1 8
2105 6 6 23 7 0 8
2105 7 7 25 9 0 8
2105 7 7 26 10 1 8
2105 7 7 29 13 1 8
2105 8 8 23 7 0 8
2105 9 9 23 7 0 8
2105 10 10 27 11 0 8
2105 11 11 28 12 0 8
2105 12 12 30 14 0 8
2113 0 0 17 1 0 8
2113 1 1 18 2 0 8
2113 1 1 19 3 1 8
2113 2 2 19 3 0 8
2113 3 3 20 4 0 8
2113 3 3 21 5 1 8
2113 4 4 21 5 0 8
2113 5 5 24 8 0 8
2113 5 5 22 6 1 8
2113 6 6 23 7 0 8
2113 7 7 25 9 0 8
2113 7 7 26 10 1 8
2113 7 7 29 13 1 8
2113 8 8 23 7 0 8
2113 9 9 23 7 0 8
2113 10 10 27 11 0 8
2113 11 11 28 12 0 8
2113 12 12 30 14 0 8
2121 0 0 17 1 0 8
2121 1 1 18 2 0 8
2121 1 1 19 3 1 8
2121 2 2 19 3 0 8
2121 3 3 20 4 0 8
2121 3 3 21 5 1 8
2121 4 4 21 5 0 8
2121 5 5 24 8 0 8
2121 5 5 22 6 1 8
2121 6 6 23 7 0 8
2121 7 7 25 9 0 8
2121 7 7 26 10 1 8
2121 7 7 29 13 1 8
2121 8 8 23 7 0 8
2121 9 9 23 7 0 8
2121 10 10 27 11 0 8
2121 11 11 28 12 0 8
2121 12 12 30 14 0 8
2129 0 0 17 1 0 8
2129 1 1 18 2 0 8
2129 1 1 19 3 1 8
2129 2 2 19 3 0 8
2129 3 3 20 4 0 8
2129 3 3 21 5 1 8
2129 4 4 21 5 0 8
2129 5 5 24 8 0 8
2129 5 5 22 6 1 8
2129 6 6 23 7 0 8
2129 7 7 25 9 0 8
2129 7 7 26 10 1 8
2129 7 7 29 13 1 8
2129 8 8 23 7 0 8
2129 9 9 23 7 0 8
2129 10 10 27 11 0 8
2129 11 11 28 12 0 8
2129 12 12 30 14 0 8
2137 0 0 17 1 0 8
2137 1 1 18 2 0 8
2137 1 1 19 3 1 8
2137 2 2 19 3 0 8
2137 3 3 20 4 0 8
2137 3 3 21 5 1 8
2137 4 4 21 5 0 8
2137 5 5 24 8 0 8
2137 5 5 22 6 1 8
2137 6 6 23 7 0 8
2137 7 7 25 9 0 8
2137 7 7 26 10 1 8
2137 7 7 29 13 1 8
2137 8 8 23 7 0 8
2137 9 9 23 7 0 8
2137 10 10 27 11 0 8
2137 11 11 28 12 0 8
2137 12 12 30 14 0 8
2145 0 0 17 1 0 8
2145 1 1 18 2 0 8
2145 1 1 19 3 1 8
2145 2 2 19 3 0 8
2145 3 3 20 4 0 8
2145 3 3 21 5 1 8
2145 4 4 21 5 0 8
2145 5 5 24 8 0 8
2145 5 5 22 6 1 8
2145 6 6 23 7 0 8
2145 7 7 25 9 0 8
2145 7 7 26 10 1 8
2145 7 7 29 13 1 8
2145 8 8 23 7 0 8
2145 9 9 23 7 0 8
2145 10 10 27 11 0 8
2145 11 11 28 12 0 8
2145 12 12 30 14 0 8
2153 0 0 17 1 0 8
2153 1 1 18 2 0 8
2153 1 1 19 3 1 8
2153 2 2 19 3 0 8
2153 3 3 20 4 0 8
2153 3 3 21 5 1 8
2153 4 4 21 5 0 8
2153 5 5 24 8 0 8
2153 5 5 22 6 1 8
2153 6 6 23 7 0 8
2153 7 7 25 9 0 8
2153 7 7 26 10 1 8
2153 7 7 29 13 1 8
2153 8 8 23 7 0 8
2153 9 9 23 7 0 8
2153 10 10 27 11 0 8
2153 11 11 28 12 0 8
2153 12 12 30 14 0 8
2161 0 0 17 1 0 8
2161 1 1 18 2 0 8
2161 1 1 19 3 1 8
2161 2 2 19 3 0 8
2161 3 3 20 4 0 8
2161 3 3 21 5 1 8
2161 4 4 21 5 0 8
2161 5 5 24 8 0 8
2161 5 5 22 6 1 8
2161 6 6 23 7 0 8
2161 7 7 25 9 0 8
2161 7 7 26 10 1 8
2161 7 7 29 13 1 8
2161 8 8 23 7 0 8
2161 9 9 23 7 0 8
2161 10 10 27 11 0 8
2161 11 11 28 12 0 8
2161 12 12 30 14 0 8
2169 0 0 17 1 0 8
2169 1 1 18 2 0 8
2169 1 1 19 3 1 8
2169 2 2 19 3 0 8
2169 3 3 20 4 0 8
2169 3 3 21 5 1 8
2169 4 4 21 5 0 8
2169 5 5 24 8 0 8
2169 5 5 22 6 1 8
2169 6 6 23 7 0 8
2169 7 7 25 9 0 8
2169 7 7 26 10 1 8
2169 7 7 29 13 1 8
2169 8 8 23 7 0 8
2169 9 9 23 7 0 8
2169 10 10 27 11 0 8
2169 11 11 28 12 0 8
2169 12 12 30 14 0 8
2177 0 0 17 1 0 8
2177 1 1 18 2 0 8
2177 1 1 19 3 1 8
2177 2 2 19 3 0 8
2177 3 3 20 4 0 8
2177 3 3 21 5 1 8
2177 4 4 21 5 0 8
2177 5 5 24 8 0 8
2177 5 5 22 6 1 8
2177 6 6 23 7 0 8
2177 7 7 25 9 0 8
2177 7 7 26 10 1 8
2177 7 7 29 13 1 8
2177 8 8 23 7 0 8
2177 9 9 23 7 0 8
2177 10 10 27 11 0 8
2177 11 11 28 12 0 8
2177 12 12 30 14 0 8
2185 0 0 17 1 0 8
2185 1 1 18 2 0 8
2185 1 1 19 3 1 8
2185 2 2 19 3 0 8
2185 3 3 20 4 0 8
2185 3 3 21 5 1 8
2185 4 4 21 5 0 8
2185 5 5 24 8 0 8
2185 5 5 22 6 1 8
2185 6 6 23 7 0 8
2185 7 7 25 9 0 8
2185 7 7 26 10 1 8
2185 7 7 29 13 1 8
2185 8 8 23 7 0 8
2185 9 9 23 7 0 8
2185 10 10 27 11 0 8
2185 11 11 28 12 0 8
2185 12 12 30 14 0 8
2193 0 0 17 1 0 8
2193 1 1 18 2 0 8
2193 1 1 19 3 1 8
2193 2 2 19 3 0 8
2193 3 3 20 4 0 8
2193 3 3 21 5 1 8
2193 4 4 21 5 0 8
2193 5 5 24 8 0 8
2193 5 5 22 6 1 8
2193 6 6 23 7 0 8
2193 7 7 25 9 0 8
2193 7 7 26 10 1 8
2193 7 7 29 13 1 8
2193 8 8 23 7 0 8
2193 9 9 23 7 0 8
2193 10 10 27 11 0 8
2193 11 11 28 12 0 8
2193 12 12 30 14 0 8
2201 0 0 17 1 0 8
2201 1 1 18 2 0 8
2201 1 1 19 3 1 8
2201 2 2 19 3 0 8
2201 3 3 20 4 0 8
2201 3 3 21 5 1 8
2201 4 4 21 5 0 8
2201 5 5 24 8 0 8
2201 5 5 22 6 1 8
2201 6 6 23 7 0 8
2201 7 7 25 9 0 8
2201 7 7 26 10 1 8
2201 7 7 29 13 1 8
2201 8 8 23 7 0 8
2201 9 9 23 7 0 8
2201 10 10 27 11 0 8
2201 11 11 28 12 0 8
2201 12 12 30 14 0 8
2209 0 0 17 1 0 8
2209 1 1 18 2 0 8
2209 1 1 19 3 1 8
2209 2 2 19 3 0 8
2209 3 3 20 4 0 8
2209 3 3 21 5 1 8
2209 4 4 21 5 0 8
2209 5 5 24 8 0 8
2209 5 5 22 6 1 8
2209 6 6 23 7 0 8
2209 7 7 25 9 0 8
2209 7 7 26 10 1 8
2209 7 7 29 13 1 8
2209 8 8 23 7 0 8
2209 9 9 23 7 0 8
2209 10 10 27 11 0 8
2209 11 11 28 12 0 8
2209 12 12 30 14 0 8
2217 0 0 17 1 0 8
2217 1 1 18 2 0 8
2217 1 1 19 3 1 8
2217 2 2 19 3 0 8
2217 3 3 20 4 0 8
2217 3 3 21 5 1 8
2217 4 4 21 5 0 8
2217 5 5 24 8 0 8
2217 5 5 22 6 1 8
2217 6 6 23 7 0 8
2217 7 7 25 9 0 8
2217 7 7 26 10 1 8
2217 7 7 29 13 1 8
2217 8 8 23 7 0 8
2217 9 9 23 7 0 8
2217 10 10 27 11 0 8
2217 11 11 28 12 0 8
2217 12 12 30 14 0 8
2225 0 0 17 1 0 8
2225 1 1 18 2 0 8
2225 1 1 19 3 1 8
2225 2 2 19 3 0 8
2225 3 3 20 4 0 8
2225 3 3 21 5 1 8
2225 4 4 21 5 0 8
2225 5 5 24 8 0 8
2225 5 5 22 6 1 8
2225 6 6 23 7 0 8
2225 7 7 25 9 0 8
2225 7 7 26 10 1 8
2225 7 7 29 13 1 8
2225 8 8 23 7 0 8
2225 9 9 23 7 0 8
2225 10 10 27 11 0 8
2225 11 11 28 12 0 8
2225 12 12 30 14 0 8
2233 0 0 17 1 0 8
2233 1 1 18 2 0 8
2233 1 1 19 3 1 8
2233 2 2 19 3 0 8
2233 3 3 20 4 0 8
2233 3 3 21 5 1 8
2233 4 4 21 5 0 8
2233 5 5 24 8 0 8
2233 5 5 22 6 1 8
2233 6 6 23 7 0 8
2233 7 7 25 9 0 8
2233 7 7 26 10 1 8
2233 7 7 29 13 1 8
2233 8 8 23 7 0 8
2233 9 9 23 7 0 8
2233 10 10 27 11 0 8
2233 11 11 28 12 0 8
2233 12 12 30 14 0 8
2241 0 0 17 1 0 8
2241 1 1 18 2 0 8
2241 1 1 19 3 1 8
2241 2 2 19 3 0 8
2241 3 3 20 4 0 8
2241 3 3 21 5 1 8
2241 4 4 21 5 0 8
2241 5 5 24 8 0 8
2241 5 5 22 6 1 8
2241 6 6 23 7 0 8
2241 7 7 25 9 0 8
2241 7 7 26 10 1 8
2241 7 7 29 13 1 8
2241 8 8 23 7 0 8
2241 9 9 23 7 0 8
2241 10 10 27 11 0 8
2241 11 11 28 12 0 8
2241 12 12 30 14 0 8
2249 0 0 17 1 0 8
2249 1 1 18 2 0 8
2249 1 1 19 3 1 8
2249 2 2 19 3 0 8
2249 3 3 20 4 0 8
2249 3 3 21 5 1 8
2249 4 4 21 5 0 8
2249 5 5 24 8 0 8
2249 5 5 22 6 1 8
2249 6 6 23 7 0 8
2249 7 7 25 9 0 8
2249 7 7 26 10 1 8
2249 7 7 29 13 1 8
2249 8 8 23 7 0 8
2249 9 9 23 7 0 8
2249 10 10 27 11 0 8
2249 11 11 28 12 0 8
2249 12 12 30 14 0 8
2257 0 0 17 1 0 8
2257 1 1 18 2 0 8
2257 1 1 19 3 1 8
2257 2 2 19 3 0 8
2257 3 3 20 4 0 8
2257 3 3 21 5 1 8
2257 4 4 21 5 0 8
2257 5 5 24 8 0 8
2257 5 5 22 6 1 8
2257 6 6 23 7 0 8
2257 7 7 25 9 0 8
2257 7 7 26 10 1 8
2257 7 7 29 13 1 8
2257 8 8 23 7 0 8
2257 9 9 23 7 0 8
2257 10 10 27 11 0 8
2257 11 11 28 12 0 8
2257 12 12 30 14 0 8
2265 0 0 17 1 0 8
2265 1 1 18 2 0 8
2265 1 1 19 3 1 8
2265 2 2 19 3 0 8
2265 3 3 20 4 0 8
2265 3 3 21 5 1 8
2265 4 4 21 5 0 8
2265 5 5 24 8 0 8
2265 5 5 22 6 1 8
2265 6 6 23 7 0 8
2265 7 7 25 9 0 8
2265 7 7 26 10 1 8
2265 7 7 29 13 1 8
2265 8 8 23 7 0 8
2265 9 9 23 7 0 8
2265 10 10 27 11 0 8
2265 11 11 28 12 0 8
2265 12 12 30 14 0 8
2273 0 0 17 1 0 8
2273 1 1 18 2 0 8
2273 1 1 19 3 1 8
2273 2 2 19 3 0 8
2273 3 3 20 4 0 8
2273 3 3 21 5 1 8
2273 4 4 21 5 0 8
2273 5 5 24 8 0 8
2273 5 5 22 6 1 8
2273 6 6 23 7 0 8
2273 7 7 25 9 0 8
2273 7 7 26 10 1 8
2273 7 7 29 13 1 8
2273 8 8 23 7 0 8
2273 9 9 23 7 0 8
2273 10 10 27 11 0 8
2273 11 11 28 12 0 8
2273 12 12 30 14 0 8
2281 0 0 17 1 0 8
2281 1 1 18 2 0 8
2281 1 1 19 3 1 8
2281 2 2 19 3 0 8
2281 3 3 20 4 0 8
2281 3 3 21 5 1 8
2281 4 4 21 5 0 8
2281 5 5 24 8 0 8
2281 5 5 22 6 1 8
2281 6 6 23 7 0 8
2281 7 7 25 9 0 8
2281 7 7 26 10 1 8
2281 7 7 29 13 1 8
2281 8 8 23 7 0 8
2281 9 9 23 7 0 8
2281 10 10 27 11 0 8
2281 11 11 28 12 0 8
2281 12 12 30 14 0 8
2289 0 0 17 1 0 8
2289 1 1 18 2 0 8
2289 1 1 19 3 1 8
2289 2 2 19 3 0 8
2289 3 3 20 4 0 8
2289 3 3 21 5 1 8
2289 4 4 21 5 0 8
2289 5 5 24 8 0 8
2289 5 5 22 6 1 8
2289 6 6 23 7 0 8
2289 7 7 25 9 0 8
2289 7 7 26 10 1 8
2289 7 7 29 13 1 8
2289 8 8 23 7 0 8
2289 9 9 23 7 0 8
2289 10 10 27 11 0 8
2289 11 11 28 12 0 8
2289 12 12 30 14 0 8
2297 0 0 17 1 0 8
2297 1 1 18 2 0 8
2297 1 1 19 3 1 8
2297 2 2 19 3 0 8
2297 3 3 20 4 0 8
2297 3 3 21 5 1 8
2297 4 4 21 5 0 8
2297 5 5 24 8 0 8
2297 5 5 22 6 1 8
2297 6 6 23 7 0 8
2297 7 7 25 9 0 8
2297 7 7 26 10 1 8
2297 7 7 29 13 1 8
2297 8 8 23 7 0 8
2297 9 9 23 7 0 8
2297 10 10 27 11 0 8
2297 11 11 28 12 0 8
2297 12 12 30 14 0 8
2305 0 0 17 1 0 8
2305 1 1 18 2 0 8
2305 1 1 19 3 1 8
2305 2 2 19 3 0 8
2305 3 3 20 4 0 8
2305 3 3 21 5 1 8
2305 4 4 21 5 0 8
2305 5 5 24 8 0 8
2305 5 5 22 6 1 8
2305 6 6 23 7 0 8
2305 7 7 25 9 0 8
2305 7 7 26 10 1 8
2305 7 7 29 13 1 8
2305 8 8 23 7 0 8
2305 9 9 23 7 0 8
2305 10 10 27 11 0 8
2305 11 11 28 12 0 8
2305 12 12 30 14 0 8
2313 0 0 17 1 0 8
2313 1 1 18 2 0 8
2313 1 1 19 3 1 8
2313 2 2 19 3 0 8
2313 3 3 20 4 0 8
2313 3 3 21 5 1 8
2313 4 4 21 5 0 8
2313 5 5 24 8 0 8
2313 5 5 22 6 1 8
2313 6 6 23 7 0 8
2313 7 7 25 9 0 8
2313 7 7 26 10 1 8
2313 7 7 29 13 1 8
2313 8 8 23 7 0 8
2313 9 9 23 7 0 8
2313 10 10 27 11 0 8
2313 11 11 28 12 0 8
2313 12 12 30 14 0 8
2321 0 0 17 1 0 8
2321 1 1 18 2 0 8
2321 1 1 19 3 1 8
2321 2 2 19 3 0 8
2321 3 3 20 4 0 8
2321 3 3 21 5 1 8
2321 4 4 21 5 0 8
2321 5 5 24 8 0 8
2321 5 5 22 6 1 8
2321 6 6 23 7 0 8
2321 7 7 25 9 0 8
2321 7 7 26 10 1 8
2321 7 7 29 13 1 8
2321 8 8 23 7 0 8
2321 9 9 23 7 0 8
